,A0A0A8WJC6,A0A0K3AT43,A0A2H4ZEZ2,A0AAJ7SV95,A0AAJ7T5N9,A0AAJ7TMY1,A0AAJ7U215,A0AVK6,A3KNI8,A3RMS5,A8MTQ0,A8UWQ7,B3GWE1,B3WFV2,B6EU61,C0HJZ3,C0HJZ4,C1P638,C3Y097,C3YWU0,D0VWM4,E1NZ07,F2Q9W6,F2Q9W7,F2Q9W8,F2Q9W9,F2Q9X0,F2Q9X1,F2Q9X2,F2Q9X3,F2Q9X4,F2Q9X5,F2Q9X6,F2Q9X7,F2Q9X8,F2Q9Y0,F6U472,F6WII6,F6WYU4,F6YMJ4,F6YXK6,F7GH03,G3UZ78,G5EF00,G5EGB6,H9G343,O17824,O42145,O47431,O62089,O76629,O93548,P01942,P01994,P02001,P02007,P02008,P02042,P02088,P02089,P02100,P02104,P02112,P02127,P02128,P02144,P02197,P02208,P02762,P04247,P04443,P04444,P06467,P09105,P09967,P09968,P0DM64,P20244,P20245,P30627,P48798,P49141,P61802,P68871,P69891,P69892,P69905,Q09240,Q09514,Q17134,Q17727,Q17884,Q18086,Q18311,Q19601,Q20015,Q20623,Q20638,Q21618,Q21978,Q22663,Q23117,Q24570,Q2WG80,Q2XNF5,Q3KN63,Q3MQ62,Q4H3K6,Q4V6L1,Q575S8,Q5QSB1,Q6B0K9,Q6VN46,Q70PH6,Q70T62,Q70T63,Q70T64,Q7KLI1,Q7TPG1,Q7YWV3,Q7YZV1,Q7ZT21,Q8AXK2,Q8HY34,Q8MPY8,Q8N7X0,Q8UUR3,Q8WWM9,Q8WY91,Q90259,Q90485,Q90486,Q90487,Q90864,Q90YJ2,Q95J88,Q966A3,Q98980,Q9CQE0,Q9CX80,Q9DDJ0,Q9ER97,Q9GL60,Q9GYP4,Q9I7P6,Q9I9I3,Q9NL48,Q9NPG2,Q9PVD5,Q9U2R5,Q9VNE2,Q9XXI2
P04247,0.024315417,0.13968414,0.14957178,0.08017284,0.052462697,0.031991184,0.019056201,0.08519441,0.0442456,0.040376723,0.16888654,0.08756983,0.03522384,0.07499248,0.057427883,0.030953288,0.02859366,0.036672115,0.039346695,0.08252704,0.03384596,0.082429886,0.023875117,0.052199006,0.03341961,0.02539128,0.023424268,0.031746387,0.015940607,0.04248345,0.021355331,0.013499856,0.033202887,0.22926074,0.037448585,0.018643439,0.4064805,0.009137213,0.017344594,0.015118659,0.059093237,0.01546669,0.041949928,0.052214682,0.021874845,0.077279925,0.040927887,0.19720292,0.10612321,0.062401593,0.032957673,0.023729384,0.03322488,0.018449545,0.014628351,0.02195555,0.026003182,0.019916654,0.016800404,0.0139347315,0.012016892,0.01234436,0.024915278,0.02768439,0.034715474,0.0028746128,0.007522106,0.021496713,0.06397331,0.0,0.0116686225,0.0150181055,0.025531113,0.05614364,0.022396207,0.020412982,0.091602445,0.07302827,0.06334609,0.022446513,0.04675007,0.09191185,0.09244037,0.023961484,0.012273073,0.011594176,0.035755515,0.04556769,0.02422899,0.09521747,0.05519867,0.08529627,0.066266716,0.023682117,0.053587437,0.055378914,0.03356272,0.043843746,0.096558034,0.07580453,0.037983954,0.06508231,0.14255387,0.11748552,0.073830545,0.04664409,0.021105587,0.17324936,0.028959274,0.03306985,0.041056573,0.059835196,0.019985914,0.08931482,0.026560128,0.03278303,0.018803418,0.096503854,0.11191058,0.04841113,0.059559464,0.016295016,0.24572212,0.02151388,0.07122719,0.049118817,0.025365531,0.032232583,0.09932691,0.15157014,0.02799809,0.029633462,0.012496412,0.022103071,0.033167064,0.12821966,0.04751563,0.30194205,0.13223743,0.029616356,0.03179413,0.053453267,0.06659418,0.047804356,0.038817942,0.019626796,0.089550495,0.047954977,0.1680829,0.05378455,0.0264076,0.04345143
P04443,0.012776613,0.11789465,0.15201938,0.06561351,0.03737676,0.026025057,0.014973223,0.07676047,0.04243368,0.031318784,0.15044737,0.075077176,0.023455977,0.062271416,0.036585093,0.017688274,0.018265069,0.027841926,0.026823997,0.07422316,0.029119432,0.063097715,0.018570483,0.04705113,0.028554738,0.026126623,0.0151203275,0.025353372,0.026933849,0.023851693,0.013116121,0.016545713,0.041122615,0.21539694,0.029782236,0.017420769,0.3992473,0.007696092,0.005889058,0.008866191,0.044407368,0.007768452,0.03999245,0.035092413,0.018752933,0.058722794,0.032416582,0.17859751,0.093547046,0.051947236,0.024537623,0.010655999,0.023750365,0.009939671,0.007497072,0.012850404,0.01438272,0.009119928,0.006358981,0.0058820248,0.0035154223,0.0038815737,0.009152114,0.012289107,0.015935004,0.01564145,0.019029796,0.01789862,0.060777783,0.0116686225,0.0,0.0020548701,0.012633026,0.032552123,0.0136371255,0.01800859,0.08192402,0.055593014,0.0489918,0.016090274,0.045838833,0.08217043,0.09773928,0.013341606,0.005678892,0.0048199296,0.022770107,0.038587928,0.02453816,0.077399194,0.040572047,0.0684157,0.05393958,0.019317567,0.04337138,0.044138014,0.028796673,0.035289824,0.09431285,0.062386513,0.036449492,0.052102625,0.12782216,0.09772289,0.05585444,0.0312711,0.02086389,0.15186805,0.023399591,0.02552706,0.026255846,0.03248334,0.022138596,0.07937634,0.014826655,0.024473011,0.018139005,0.075304806,0.09876907,0.044303417,0.047680676,0.010315657,0.24674743,0.009885609,0.05541706,0.046102464,0.015315294,0.019499123,0.087010026,0.13284737,0.014649689,0.014673948,0.010073066,0.006999016,0.019768655,0.10951221,0.03870803,0.27636743,0.11153966,0.0170573,0.03440219,0.041698396,0.04922217,0.040418208,0.036231756,0.015599906,0.08083117,0.032227635,0.14831996,0.039700508,0.03085506,0.029917657
P04444,0.010376036,0.11000997,0.15631491,0.06450963,0.03729725,0.02728945,0.015501738,0.07242125,0.04107535,0.02637726,0.15042526,0.074011326,0.019483209,0.05712843,0.033322632,0.019482076,0.020605326,0.025689185,0.02615881,0.07490361,0.027477205,0.05858624,0.018361807,0.042925,0.028223574,0.028133214,0.01671803,0.023061872,0.03504294,0.018996775,0.015972316,0.02217555,0.051878393,0.21523881,0.028070807,0.019616902,0.3960902,0.009049475,0.0071685314,0.0141865015,0.041414738,0.010004938,0.03788054,0.031410992,0.01895535,0.055818915,0.032225072,0.17251742,0.09008551,0.050235093,0.024215579,0.014938295,0.027466297,0.012681961,0.0126110315,0.016515791,0.018502533,0.0134295225,0.010712147,0.010106742,0.0055707693,0.006278217,0.008965194,0.00951165,0.013348818,0.018818617,0.024970591,0.024502575,0.06253505,0.0150181055,0.0020548701,0.0,0.014198005,0.0332039,0.018154502,0.024476528,0.07739818,0.045655966,0.038936496,0.018677413,0.04555762,0.08107835,0.09453869,0.017587662,0.0075276494,0.0060127378,0.02774185,0.03544092,0.026136458,0.07545787,0.037697732,0.064397335,0.050593197,0.019177794,0.04139632,0.03996855,0.027094126,0.031237066,0.09099811,0.057444215,0.034255266,0.047096908,0.12824613,0.094923794,0.0517568,0.027395487,0.022167563,0.14446199,0.022560894,0.021997929,0.02563715,0.03818071,0.029203832,0.07535744,0.013628662,0.023451865,0.018624961,0.06856078,0.09581095,0.04055077,0.042776406,0.01580596,0.24882162,0.014120281,0.051240206,0.0432415,0.015554965,0.018676817,0.085817754,0.13168895,0.01520437,0.015671134,0.014095366,0.007571757,0.01753807,0.105909705,0.034381986,0.26995087,0.10370457,0.016128778,0.036049843,0.040587544,0.047216117,0.039875865,0.03373444,0.021679044,0.081658244,0.032032847,0.14205074,0.036579967,0.029406786,0.02640307
P06467,0.018378437,0.09794438,0.17371291,0.062253118,0.036099494,0.03006357,0.015627384,0.06909108,0.02518028,0.021545827,0.14272279,0.07416028,0.016352952,0.051233947,0.03152436,0.028997421,0.033366024,0.016282737,0.025228083,0.07218832,0.026072025,0.05251211,0.019722998,0.052737355,0.019677818,0.030658126,0.013823152,0.021433234,0.043777168,0.03078109,0.016009867,0.031065643,0.068697155,0.18965167,0.017560363,0.032211423,0.40542793,0.017202616,0.015021026,0.013504803,0.038194478,0.011113882,0.040133238,0.026521325,0.019677877,0.0516755,0.024261475,0.18122363,0.09631753,0.04076904,0.011901736,0.016413808,0.038054526,0.015364885,0.013864338,0.010022521,0.010689855,0.02325362,0.015293956,0.017876387,0.019487858,0.016489863,0.0095002055,0.015790999,0.01602757,0.03198433,0.036186695,0.024062753,0.04878503,0.025531113,0.012633026,0.014198005,0.0,0.033735693,0.022385657,0.026718676,0.06372845,0.07342827,0.06497389,0.013916135,0.045597374,0.092875004,0.09546518,0.030362606,0.019179106,0.017027974,0.036741078,0.030076563,0.026848435,0.06494063,0.033709288,0.050207198,0.04361552,0.015664935,0.036567807,0.030564547,0.025668085,0.029262185,0.082463026,0.049840033,0.032287955,0.036689162,0.11079943,0.07927418,0.044104695,0.026067376,0.0160653,0.14263982,0.01414305,0.021713674,0.019522607,0.031203628,0.039933085,0.07072431,0.013805866,0.018012583,0.01468873,0.066577375,0.088716865,0.029682934,0.035233557,0.014698863,0.24540174,0.016593456,0.04108137,0.044159472,0.015969992,0.021057308,0.084394634,0.122995794,0.014335334,0.013969779,0.016201377,0.009757757,0.013852119,0.09708935,0.029546022,0.2741605,0.10013449,0.017932236,0.03239858,0.026537716,0.04011035,0.035794497,0.027264178,0.02083689,0.086524546,0.022479355,0.14504129,0.02827251,0.027501822,0.018360257
P09105,0.028260946,0.121284306,0.1944555,0.05159849,0.03697282,0.03921199,0.033569634,0.0847826,0.048068583,0.056143105,0.098982096,0.09401327,0.051323652,0.07593763,0.042798996,0.037783682,0.0446496,0.051415205,0.041277945,0.09194803,0.057331264,0.06338805,0.037724733,0.069818676,0.058020234,0.05645573,0.034460843,0.050612032,0.066878736,0.035457134,0.04649043,0.050433755,0.09120381,0.18833518,0.04238224,0.04480499,0.4308719,0.037667394,0.032352805,0.035498798,0.029628456,0.03388524,0.0604617,0.045867145,0.056322753,0.057917476,0.05623269,0.17993748,0.1114611,0.055237412,0.050336957,0.038508713,0.021263123,0.03136301,0.03401637,0.027404368,0.024311006,0.032238185,0.027918935,0.030993938,0.035239518,0.033003032,0.02272588,0.02999705,0.02347517,0.061204433,0.07185006,0.050004005,0.087914884,0.05614364,0.032552123,0.0332039,0.033735693,0.0,0.04156035,0.053525448,0.08295566,0.06165576,0.057359517,0.054216623,0.05814755,0.09262717,0.12477064,0.033545375,0.030385554,0.030498803,0.026155114,0.04634434,0.060859263,0.08821374,0.041068792,0.07024133,0.057778955,0.048398197,0.05411017,0.05661595,0.05761075,0.055024445,0.11308366,0.06394762,0.057169497,0.048808396,0.11382413,0.088440955,0.044751167,0.029868007,0.044887245,0.15643567,0.043890238,0.04301381,0.019102156,0.024531841,0.055243075,0.0950461,0.029184341,0.04821229,0.041415334,0.07573956,0.11413926,0.062214732,0.052665353,0.034358382,0.27894908,0.022560418,0.05280894,0.06222433,0.031562567,0.02412039,0.070411146,0.13273096,0.037014425,0.03266418,0.040869415,0.023737073,0.024760723,0.11755687,0.049116313,0.2780311,0.10903746,0.026789248,0.06751883,0.023329198,0.028562725,0.049776137,0.05831039,0.048110187,0.103331566,0.013680935,0.14875501,0.037898064,0.063464105,0.041803896
P09967,0.019719005,0.121802926,0.15428096,0.07489669,0.04189706,0.023887038,0.025290072,0.07474208,0.05067551,0.04121095,0.14408612,0.07660192,0.02939415,0.06094116,0.03997439,0.02774012,0.027671218,0.036444128,0.037039876,0.076478064,0.03257078,0.06469065,0.02939409,0.057364047,0.043557942,0.032179177,0.020447612,0.034017086,0.025163114,0.030034304,0.018841922,0.018471062,0.03257686,0.21777803,0.03558594,0.019695222,0.404158,0.016943038,0.016456544,0.009951949,0.052300274,0.016618788,0.042766333,0.043256044,0.027028203,0.056578994,0.034701824,0.18779188,0.10622293,0.046562016,0.03633231,0.011402726,0.024936378,0.017704904,0.0129544735,0.01258558,0.014308572,0.017515242,0.014022529,0.013552129,0.012383699,0.015401542,0.019711792,0.023198962,0.024656236,0.03056407,0.027789116,0.0040175915,0.07323283,0.022396207,0.0136371255,0.018154502,0.022385657,0.04156035,0.0,0.0038591623,0.086467326,0.07953179,0.073659,0.027611196,0.052710414,0.08496076,0.11335921,0.022937119,0.012450397,0.012753069,0.023248076,0.042532563,0.02897054,0.073753476,0.046304822,0.0681659,0.055951536,0.023620427,0.04639715,0.05134189,0.032155275,0.043220878,0.08814818,0.06538874,0.040338516,0.05393231,0.11927652,0.104263425,0.059286714,0.044307172,0.02531892,0.16177624,0.02842325,0.035333097,0.038402557,0.035603046,0.020368218,0.06882113,0.0237419,0.03651637,0.026727557,0.0879249,0.11669439,0.051078558,0.053694904,0.0122100115,0.25943124,0.011704624,0.05838275,0.05204296,0.02216208,0.023272455,0.087387085,0.12690657,0.015286565,0.015192986,0.010192335,0.017332554,0.03223169,0.10067248,0.046384573,0.2811337,0.11918628,0.020478666,0.040548086,0.050004482,0.052119136,0.035381854,0.04736322,0.0040555596,0.07939345,0.038512588,0.15968907,0.04561442,0.046016455,0.037785888
P09968,0.029262066,0.13434511,0.14838165,0.08576614,0.05383444,0.027717173,0.028139293,0.08343148,0.05664426,0.04807222,0.15868801,0.08020723,0.0378927,0.072926044,0.05104035,0.03058058,0.028784275,0.042107046,0.043002486,0.07839644,0.037659407,0.07745689,0.033668578,0.06610739,0.04562044,0.031762064,0.02403295,0.04241252,0.016928613,0.039951265,0.01978916,0.013884425,0.022443175,0.23268425,0.04261142,0.020326972,0.41019934,0.017940223,0.021053016,0.010840774,0.06351864,0.02066493,0.050780833,0.052560687,0.028887153,0.066916764,0.04000646,0.20227629,0.11136645,0.05347866,0.038994968,0.016116798,0.028352678,0.020853281,0.014775991,0.017007828,0.018592596,0.019447446,0.015695035,0.014962733,0.01563859,0.017946362,0.02923137,0.033220172,0.035182774,0.028119028,0.024128973,0.0013391376,0.0695439,0.020412982,0.01800859,0.024476528,0.026718676,0.053525448,0.0038591623,0.0,0.095377624,0.090770125,0.08339822,0.028139532,0.059980452,0.08869594,0.11544168,0.02420348,0.01492393,0.015725195,0.02547878,0.05061716,0.03200656,0.08315408,0.056501687,0.081256926,0.065506876,0.028061688,0.055609286,0.060370147,0.037408352,0.048548937,0.09011662,0.073706925,0.04848653,0.06423646,0.13567281,0.116618276,0.07001799,0.05603838,0.025267601,0.17382276,0.03259653,0.042093158,0.046405673,0.047028482,0.018164814,0.07629454,0.028838992,0.042696893,0.0276407,0.099753916,0.122418344,0.057819188,0.06549871,0.012608945,0.25790358,0.015792727,0.0690251,0.060251653,0.02877587,0.032589853,0.0976066,0.14032859,0.022870004,0.022440374,0.0104035735,0.025942922,0.03935182,0.111818194,0.056907237,0.2929513,0.13407743,0.029522419,0.04530531,0.05765444,0.0627439,0.040789545,0.05409926,0.0014548302,0.08146232,0.048223317,0.17362267,0.057100058,0.047353625,0.04622668
P0DM64,0.064695895,0.08721197,0.195625,0.040219307,0.04578525,0.05375415,0.068129,0.055121005,0.053431213,0.048776984,0.10483289,0.10488933,0.053858817,0.039148867,0.04929948,0.086138785,0.09631133,0.043998778,0.05598867,0.09605849,0.040540338,0.04467559,0.06584257,0.07087183,0.06751251,0.07247937,0.06119746,0.059557498,0.11574477,0.07373607,0.08129501,0.098801315,0.1504069,0.14077371,0.042181194,0.08034158,0.41978192,0.07834822,0.06989026,0.085294425,0.04056096,0.074052215,0.046447814,0.03835708,0.07330835,0.055137098,0.06424856,0.18620175,0.11545324,0.03643495,0.05449426,0.08131343,0.09087777,0.07495844,0.08646041,0.07155818,0.07918972,0.093197465,0.08147365,0.08875388,0.08722317,0.08245832,0.060278773,0.06201154,0.057550788,0.10002279,0.11613089,0.09639168,0.07382232,0.091602445,0.08192402,0.07739818,0.06372845,0.08295566,0.086467326,0.095377624,0.0,0.11663568,0.10532081,0.07821798,0.044493794,0.08113426,0.10476822,0.10075879,0.08298105,0.07766533,0.10010207,0.03866142,0.062082946,0.05602038,0.03902912,0.049458683,0.039352298,0.048748434,0.034320414,0.03717923,0.041291952,0.0401628,0.070792615,0.038239717,0.05515182,0.039429963,0.07141858,0.03417325,0.055283666,0.057653487,0.0653435,0.11152762,0.04696417,0.04814744,0.059592307,0.09482318,0.111961484,0.067822754,0.0667004,0.058568478,0.06919855,0.06647074,0.12668216,0.031137884,0.03799641,0.083032966,0.2688353,0.07690936,0.039339006,0.047693968,0.059724748,0.057543516,0.0657267,0.10515773,0.05776596,0.060346663,0.08311713,0.066007614,0.05196923,0.07879144,0.037130237,0.25389093,0.09199178,0.055297136,0.07196355,0.06301087,0.0532192,0.039556682,0.050237954,0.092145085,0.09819418,0.06260687,0.12560898,0.039121985,0.0681237,0.046059906
P20244,0.05177456,0.13687414,0.21014625,0.09151447,0.07584256,0.07597798,0.065496504,0.10785407,0.09807062,0.06402898,0.16983813,0.13457179,0.066576004,0.10111159,0.06639683,0.070963025,0.07204306,0.07078475,0.07181096,0.13801616,0.08091891,0.09200311,0.06872606,0.09011251,0.0836333,0.09335661,0.07231957,0.07359791,0.10223919,0.039393663,0.07764393,0.081035495,0.123101234,0.25665504,0.07890707,0.074297726,0.38469595,0.066551864,0.060938537,0.07601273,0.06889701,0.06835979,0.0762279,0.061398864,0.07070792,0.09072709,0.08474898,0.17495465,0.13802588,0.090108216,0.07795602,0.07930201,0.06633294,0.06897563,0.07175648,0.075503945,0.078317046,0.07135844,0.069678545,0.06968415,0.05830705,0.06163037,0.057786465,0.046367645,0.050878406,0.07815981,0.093803644,0.092540026,0.11623651,0.07302827,0.055593014,0.045655966,0.07342827,0.06165576,0.07953179,0.090770125,0.11663568,0.0,0.0037568212,0.07854688,0.08946234,0.10221952,0.115718305,0.07485956,0.058978796,0.056670427,0.07394242,0.071545064,0.07919037,0.12844676,0.07138693,0.10217941,0.089463115,0.07518631,0.080515265,0.076361656,0.08008313,0.06831151,0.1371879,0.08341551,0.07863206,0.08199215,0.1598503,0.12355882,0.081950784,0.0628373,0.080741644,0.15151387,0.07405841,0.06757659,0.06765616,0.09213829,0.09590894,0.12389827,0.0632056,0.08023405,0.07814962,0.07848412,0.12504172,0.088891804,0.07674885,0.07633394,0.2917828,0.0659309,0.08634251,0.08029735,0.062981725,0.062403202,0.110800445,0.15664095,0.07176697,0.07348317,0.07856339,0.0580768,0.057536423,0.14740539,0.07279801,0.26422524,0.12053555,0.061325848,0.0969038,0.09174001,0.07338941,0.08239335,0.08211619,0.088368475,0.12226689,0.07862449,0.15282369,0.07544762,0.07843202,0.07008779
P20245,0.04484749,0.1306153,0.20423084,0.08638185,0.07019508,0.06867629,0.057484508,0.103109,0.08784062,0.054533184,0.1699614,0.124323964,0.058220208,0.09397215,0.06180328,0.06359208,0.06504583,0.061074972,0.061136246,0.13337755,0.072428346,0.08668065,0.058754325,0.077989995,0.06917179,0.08042663,0.061872542,0.062423587,0.09310424,0.03527218,0.06716913,0.07224506,0.11510587,0.24418837,0.06851667,0.065158844,0.3942715,0.05806893,0.054091096,0.06881046,0.062328815,0.06054759,0.06838447,0.054008484,0.061715186,0.08672184,0.07681042,0.17352742,0.1294083,0.08275193,0.06664562,0.07351166,0.059848487,0.059634626,0.06545222,0.06983334,0.070920765,0.06543684,0.062365115,0.06267434,0.052675962,0.05652517,0.05192858,0.041555822,0.046176076,0.06702793,0.082229614,0.0855397,0.104870856,0.06334609,0.0489918,0.038936496,0.06497389,0.057359517,0.073659,0.08339822,0.10532081,0.0037568212,0.0,0.07042509,0.08226097,0.09823221,0.10950422,0.06816441,0.05156946,0.049217105,0.06774336,0.06311035,0.07049924,0.12095243,0.06613481,0.09400022,0.08085376,0.06644791,0.07445407,0.06753194,0.07169855,0.059761703,0.12578309,0.07520932,0.07076168,0.07391167,0.15346688,0.11493951,0.07442045,0.05547464,0.070239305,0.14855361,0.06468904,0.058677316,0.06136769,0.08761102,0.089426816,0.11892229,0.055214405,0.06910092,0.06816381,0.07360399,0.12147987,0.07920545,0.06989539,0.069048226,0.29173553,0.060733795,0.07899332,0.07247263,0.055769682,0.057312906,0.10951567,0.15593892,0.06543076,0.0671922,0.07131958,0.052540243,0.049133837,0.14315766,0.06260508,0.26867998,0.11995816,0.05551815,0.08793777,0.0835349,0.066758096,0.0741961,0.07386643,0.08126521,0.11607498,0.07186133,0.14854062,0.067240775,0.06781924,0.061602235
P30627,0.02849567,0.107519746,0.16620553,0.07610595,0.039570212,0.033289135,0.020747244,0.082886875,0.03202516,0.026222348,0.16306794,0.084831655,0.023575008,0.0590384,0.04335648,0.02686137,0.029351294,0.019284606,0.032037795,0.07197046,0.025769353,0.06411874,0.02367872,0.06023568,0.02233684,0.031044066,0.01817888,0.029509902,0.03728062,0.03707528,0.015638292,0.02877909,0.06246227,0.21371347,0.023305655,0.03394288,0.39968067,0.022967815,0.02099961,0.019845426,0.055456758,0.015663445,0.04855573,0.03878802,0.012686968,0.06563187,0.026794255,0.19454402,0.099175274,0.045713365,0.010594964,0.019750774,0.051826775,0.024211884,0.014314532,0.020975709,0.027085662,0.02322781,0.020688295,0.021913588,0.024098694,0.01943469,0.018345475,0.022170126,0.024714768,0.029575884,0.032737195,0.027029514,0.042234063,0.022446513,0.016090274,0.018677413,0.013916135,0.054216623,0.027611196,0.028139532,0.07821798,0.07854688,0.07042509,0.0,0.04343617,0.09767228,0.09251964,0.0322451,0.02591014,0.024050593,0.047472775,0.03616786,0.020767152,0.07704675,0.043943465,0.0636847,0.054849207,0.014586091,0.039267838,0.038595915,0.024911404,0.028798044,0.09284109,0.060887456,0.03640783,0.045487046,0.12598848,0.09104657,0.066126764,0.039131045,0.019420683,0.15288943,0.016549766,0.027971327,0.03111595,0.045413196,0.03922361,0.07070851,0.023444474,0.02323395,0.022861004,0.0723533,0.09384823,0.035611987,0.044900894,0.020099878,0.24309146,0.028332055,0.056436896,0.05613035,0.016035974,0.030047059,0.100804925,0.13142735,0.019595027,0.018926263,0.02368337,0.020361006,0.027406454,0.10433674,0.03518504,0.27870184,0.10518825,0.025633335,0.02433747,0.04313326,0.05954349,0.040974796,0.026564002,0.022468328,0.08651453,0.038030386,0.15672946,0.042841136,0.02082634,0.029120207
P48798,0.03724438,0.10624868,0.18840855,0.03654927,0.031636596,0.03367871,0.040685177,0.06137705,0.035445333,0.046571136,0.11355579,0.10379958,0.043229282,0.04952836,0.04656595,0.05457717,0.060777426,0.037255883,0.04187733,0.07351136,0.025834858,0.051499426,0.045911193,0.054202974,0.06318128,0.05123657,0.044414937,0.041974187,0.065285265,0.048846245,0.05693668,0.05165696,0.094203115,0.16201699,0.030785263,0.041417062,0.41871804,0.044004798,0.039212286,0.05153787,0.039601147,0.044956386,0.037361503,0.043866873,0.039049685,0.05741006,0.051160574,0.19312072,0.11640358,0.03882259,0.044456422,0.047938466,0.05581957,0.04134345,0.04658836,0.04310131,0.05329871,0.05172831,0.046197414,0.049358785,0.048959732,0.045313656,0.034053385,0.038195193,0.037548244,0.05415547,0.06928438,0.060373366,0.052028418,0.04675007,0.045838833,0.04555762,0.045597374,0.05814755,0.052710414,0.059980452,0.044493794,0.08946234,0.08226097,0.04343617,0.0,0.06702852,0.083311856,0.060121834,0.048023045,0.044878185,0.06331837,0.033458054,0.03830719,0.06489295,0.030179381,0.062484384,0.047410965,0.031221867,0.025302708,0.0412848,0.026310742,0.03569752,0.09033966,0.052803755,0.033591926,0.040278435,0.094171464,0.061320305,0.064569294,0.04300219,0.04798889,0.1355257,0.029591382,0.03727001,0.03873843,0.071210325,0.059812427,0.057292998,0.047857583,0.0413512,0.047698975,0.07564443,0.120382965,0.024320781,0.037946224,0.044514656,0.25616133,0.04296297,0.044058263,0.04213327,0.034398854,0.035574257,0.061627626,0.12772667,0.03477019,0.036251545,0.049209535,0.03811288,0.040403664,0.069104254,0.03219813,0.27396876,0.0939551,0.034143865,0.028601289,0.046014488,0.050236583,0.036622524,0.03048706,0.056121707,0.09213191,0.042906284,0.12373555,0.035452783,0.044618905,0.037268758
P49141,0.07993877,0.12924653,0.18617463,0.08352959,0.08621359,0.07623112,0.08865112,0.102659345,0.107149124,0.09117371,0.1538676,0.12904197,0.08427125,0.0998956,0.08396864,0.07611108,0.07779437,0.08676833,0.08435124,0.08829337,0.07609218,0.101530254,0.08743775,0.089576125,0.105507314,0.09623748,0.084368825,0.09232998,0.10298276,0.08143401,0.09567773,0.09049475,0.11220622,0.23651737,0.085044324,0.07331556,0.39395642,0.07892853,0.07084769,0.081252456,0.079895675,0.08600402,0.08145791,0.085501134,0.08795428,0.09387547,0.10225558,0.18796295,0.13391048,0.08414495,0.095014155,0.08623725,0.07498491,0.075850785,0.086695075,0.08218205,0.08799082,0.08513892,0.07939029,0.08026725,0.0778234,0.080833495,0.078644514,0.07268095,0.07453251,0.09708941,0.109814525,0.09311032,0.07639748,0.09191185,0.08217043,0.08107835,0.092875004,0.09262717,0.08496076,0.08869594,0.08113426,0.10221952,0.09823221,0.09767228,0.06702852,0.0,0.10391253,0.08473283,0.074471235,0.074276745,0.078636706,0.08634275,0.0906741,0.10206407,0.07033217,0.11962944,0.0897423,0.08717865,0.08091766,0.09125739,0.07648635,0.072334826,0.13841665,0.09478825,0.085828304,0.08746421,0.15628123,0.101003885,0.0820778,0.0848214,0.09404987,0.130279,0.087824404,0.0809353,0.088305235,0.11259717,0.09938574,0.07849133,0.0904156,0.09567547,0.09010953,0.09277761,0.14855224,0.07868534,0.10001153,0.086880386,0.2653097,0.07111341,0.08877617,0.0838424,0.082246184,0.07810122,0.097599864,0.16454226,0.07714099,0.07859236,0.08524519,0.081551194,0.0768311,0.06492746,0.08567852,0.2517528,0.13209707,0.07549065,0.08582425,0.1020692,0.0717476,0.08762056,0.08998215,0.09158015,0.08447158,0.09498149,0.111068964,0.083429396,0.10520387,0.08909112
P61802,0.103845716,0.14203769,0.22745752,0.09026098,0.09842324,0.093818724,0.10334343,0.067626,0.10346401,0.087426186,0.17701656,0.17810762,0.08606124,0.0814479,0.09073079,0.11661172,0.11620903,0.08003193,0.08760363,0.12800509,0.07705355,0.08394718,0.08764452,0.10564405,0.10645574,0.1239633,0.10593462,0.09887713,0.12524474,0.115116954,0.109749794,0.113597035,0.1544584,0.2675225,0.09246415,0.114332974,0.33578032,0.09208107,0.10006672,0.10264242,0.090865135,0.09678483,0.07002264,0.07663202,0.08511108,0.08911818,0.08124095,0.17795736,0.16545826,0.082006395,0.0922063,0.11836016,0.12171459,0.10322952,0.1061483,0.09952068,0.11118966,0.11809754,0.10958785,0.10917652,0.102587104,0.0972901,0.098596394,0.088501096,0.096603334,0.096254766,0.11281037,0.11594963,0.08952296,0.09244037,0.09773928,0.09453869,0.09546518,0.12477064,0.11335921,0.11544168,0.10476822,0.115718305,0.10950422,0.09251964,0.083311856,0.10391253,0.0,0.12557018,0.1026541,0.09979975,0.12768143,0.08547342,0.074775696,0.10980451,0.07895714,0.10112023,0.07414347,0.085808635,0.07581788,0.08043182,0.07594895,0.07554144,0.10237318,0.07224691,0.081775546,0.087727726,0.1590606,0.112053394,0.11525756,0.09295213,0.0971427,0.13160771,0.08309275,0.08964419,0.103530824,0.1485582,0.14081526,0.1263789,0.09291476,0.10083163,0.098122,0.08287871,0.104831696,0.07259297,0.08241069,0.10627234,0.22780031,0.10158014,0.077408135,0.06316054,0.093102455,0.10320777,0.08265507,0.13003802,0.11037308,0.11370504,0.107040346,0.10035962,0.08871025,0.13233691,0.07482499,0.27804512,0.102969825,0.09968352,0.08667338,0.11396617,0.11508417,0.091994345,0.07514405,0.11044866,0.11602253,0.11556792,0.14673191,0.092324436,0.079549015,0.08532232
